,Rm-Rf,SMB,HML,RMW,CMA,Rf,Mom,ST_Rev,Rp_ew_cc,Rp_ew_fi,Rp_vw_cc,Rp_vw_fi
16/11/2010,-1.58,-0.33,-0.14,0.4,-0.15,0.001,-0.22,0.35,-0.000315013,-0.000393767,-0.000344753,-3.80E-05
17/11/2010,0.07,0.29,-0.2,0.09,0.18,0.001,0.51,-0.21,0.000710775,0.000888468,0.000752542,0.000668085
18/11/2010,1.57,0.3,-0.25,-0.32,-0.02,0.001,0.58,-0.14,0.000549401,0.000686751,0.000697962,-0.000114693
19/11/2010,0.31,0.17,-0.09,-0.05,0.11,0.001,0.55,-0.57,0.000995471,0.001244339,0.001215195,0.00126257
22/11/2010,-0.02,0.5,-0.84,0.13,-0.36,0.001,1.09,-0.33,0.000334795,0.000418494,0.000434113,-9.27E-05
23/11/2010,-1.38,0.5,-0.33,0.42,-0.34,0.001,0.02,0.13,0.0015919,0.001872823,0.001298179,0.00184112
24/11/2010,1.59,0.62,0.03,-0.33,0.21,0.001,0.71,-0.49,-0.000777126,-0.000914265,-0.00050575,-0.001737377
26/11/2010,-0.67,0.27,-0.28,0.24,-0.13,0.001,0.38,-0.09,0.000436449,0.00051347,0.000321348,0.000506416
29/11/2010,-0.13,0.05,0.42,-0.21,0.21,0.001,-0.31,-0.15,0.001964116,0.002310724,0.00227161,0.001768948
30/11/2010,-0.59,-0.22,0.03,-0.07,0.06,0.001,0.08,-0.33,-0.004224583,-0.004970098,-0.0039661,-0.004178768
01/12/2010,2.12,-0.11,0.02,-0.4,0.35,0.001,0.24,-0.38,-0.002487545,-0.002926524,-0.002140543,-0.003608756
02/12/2010,1.23,-0.27,0.58,-0.48,0.84,0.001,-0.41,-0.18,0.001854997,0.002318746,0.002227421,0.001872725
03/12/2010,0.35,0.37,0.01,-0.09,0.27,0.001,0.07,-0.16,-0.000500979,-0.000589388,-0.000218658,-0.000363039
06/12/2010,-0.03,0.75,-0.07,-0.13,0.12,0.001,0.23,-0.18,0.000922948,0.001153685,0.000788861,0.001413256
07/12/2010,0.1,0.37,0.06,0.05,-0.12,0.001,0,0.1,0.002522413,0.003153017,0.002478261,0.002541893
08/12/2010,0.32,-0.43,0.42,-0.22,0.29,0.001,-0.68,0.76,0.004095388,0.005119235,0.003671305,0.004844739
09/12/2010,0.42,0.04,0.63,-0.45,0.57,0.001,-0.02,-0.03,-0.001894706,-0.002368382,-0.001811088,-0.002062612
10/12/2010,0.67,0.48,0.17,-0.15,0.17,0.001,-0.27,0.22,-0.001616634,-0.002020793,-0.001465404,-0.001900247
13/12/2010,-0.08,-0.56,0.08,-0.2,-0.07,0.001,-0.28,0.2,0.000961268,0.001201586,0.000957528,0.001939092
14/12/2010,0.09,-0.07,-0.08,0.35,-0.12,0.001,-0.47,0.61,0.003542494,0.004428118,0.003170675,0.004515099
15/12/2010,-0.49,0.14,-0.58,0.28,-0.09,0.001,-0.02,0.11,0.001527797,0.001909746,0.001123666,0.001220683
16/12/2010,0.7,0.42,-0.1,-0.24,0.04,0.001,0.11,-0.48,-0.006317611,-0.007897013,-0.006034481,-0.007921893
17/12/2010,0.15,0.15,-0.07,-0.28,0.23,0.001,-0.05,-0.02,-0.002223215,-0.002615547,-0.00214642,-0.003557002
20/12/2010,0.23,0.05,0.39,-0.32,0.19,0.001,0.06,-0.19,-0.000235183,-0.000276685,-8.00E-06,8.22E-05
21/12/2010,0.68,0.39,0.69,-0.5,0.35,0.001,0.15,-0.38,-0.001445794,-0.001700934,-0.001485162,-0.001839377
22/12/2010,0.29,-0.31,0.69,-0.26,0.26,0.001,-0.94,-0.29,0.002808011,0.003303542,0.002726779,0.003288804
23/12/2010,-0.16,0.05,-0.3,0.18,-0.2,0.001,-0.14,0.55,-0.001289938,-0.001517574,-0.001207468,-0.001127025
27/12/2010,0.08,0.26,0.33,-0.35,0.18,0.001,-0.24,-0.44,-0.000139265,-0.000163841,-7.46E-05,-6.01E-05
28/12/2010,0,-0.43,0.2,-0.06,-0.13,0.001,-0.24,0,0.000473343,0.000556874,0.000562668,0.000913027
29/12/2010,0.17,0.09,-0.07,0.02,-0.09,0.001,0.23,0.21,0.000486315,0.000572135,0.000521801,0.000465651
30/12/2010,-0.11,0.12,0.03,0.19,0.03,0.001,0,0.33,0.000154096,0.00018129,9.40E-05,1.57E-05
31/12/2010,-0.1,-0.6,0.26,-0.15,0.14,0.001,-0.15,0.11,-0.000751895,-0.000884583,-0.000707103,0.000119614
03/01/2011,1.18,0.55,0.66,-0.37,0.2,0,-0.01,-0.14,-0.000543584,-0.000639511,-0.000734242,-0.000802677
04/01/2011,-0.26,-1.31,0.09,0,0.03,0,-0.59,0,0,0,0,0
05/01/2011,0.59,0.62,-0.03,-0.35,0.09,0,0.12,-0.36,0,0,0,0
06/01/2011,-0.15,-0.12,-0.4,-0.02,-0.14,0,-0.5,-0.28,0.001321434,0.006607172,0.001321434,0.006607172
07/01/2011,-0.21,-0.26,-0.09,0.15,-0.22,0,0.35,0.15,-0.00063513,-0.002117099,-0.000645603,-0.002145404
10/01/2011,-0.02,0.5,-0.09,-0.36,0.03,0,0.7,0.15,0.002605519,0.008685064,0.002617352,0.008710797
11/01/2011,0.39,0.11,0.22,-0.3,0.09,0,-0.24,0.03,-0.001337629,-0.003821798,-0.001411797,-0.004009259
12/01/2011,0.87,-0.04,0.13,-0.37,0.35,0,-0.33,0.05,0.001619248,0.004626423,0.001627961,0.004635185
13/01/2011,-0.17,0.12,-0.3,0.5,0.08,0,0.3,0.03,-0.001589341,-0.004540976,-0.001582256,-0.004491566
14/01/2011,0.69,0.04,0.46,-0.64,0.21,0,-0.19,-0.51,-0.001583991,-0.003519979,-0.001604155,-0.003556456
18/01/2011,0.18,-0.01,-0.43,0.36,-0.2,0,-0.35,-0.08,0.000814244,0.00180943,0.000784391,0.001742423
19/01/2011,-1.24,-1.34,-0.5,0.85,-0.49,0,-0.13,1.09,-0.001870093,-0.00340017,-0.001871326,-0.00339936
20/01/2011,-0.3,-0.95,0.6,0.49,0.36,0,-1.21,0.63,3.41E-05,6.21E-05,2.88E-05,5.25E-05
21/01/2011,0.11,-0.84,0.55,-0.17,0.41,0,-0.14,-0.62,0.002921647,0.005312086,0.002928293,0.005327424
24/01/2011,0.65,0.18,-0.15,-0.19,0.33,0,0.19,-0.06,-0.000390177,-0.000709412,-0.000337661,-0.000612838
25/01/2011,0.02,0.01,0.05,0.32,-0.09,0,-0.15,0.1,-0.000825555,-0.001270085,-0.000623118,-0.000957695
26/01/2011,0.6,1.32,-0.24,-0.45,0.05,0,1.25,0.4,-0.006652029,-0.009502898,-0.006634689,-0.009473192
27/01/2011,0.26,-0.04,0.32,0,0.01,0,0.02,-0.32,0.000869524,0.001449207,0.000816832,0.001370584
28/01/2011,-1.88,-0.8,0.05,-0.08,-0.37,0,-0.16,0.12,-0.005076167,-0.009229394,-0.005045663,-0.007392698
31/01/2011,0.71,-0.01,-0.19,-0.5,0.1,0,0.63,-0.27,0.000189887,0.00034525,0.000120967,0.000495317
01/02/2011,1.75,0.57,0.53,-0.34,0.25,0.001,0.52,-0.2,0.001467694,0.002935388,0.0015404,0.004586294
02/02/2011,-0.26,-0.08,-0.34,0.11,-0.14,0.001,0,-0.39,0.003742801,0.007485602,0.003582254,0.006735723
03/02/2011,0.26,0,-0.07,0.18,0.27,0.001,0.07,0.34,0.002306821,0.00512627,0.002319711,0.00532941
04/02/2011,0.29,0,-0.4,-0.08,-0.04,0.001,0.07,0.12,0.001135869,0.002524153,0.001207786,0.00216174
07/02/2011,0.7,0.3,0.5,-0.35,0.29,0.001,0.22,0.11,0.003228329,0.007174064,0.003248379,0.006710171
08/02/2011,0.48,0.22,-0.06,0.17,0.18,0.001,0.11,0.33,0.002369265,0.00473853,0.002371392,0.004984696
09/02/2011,-0.31,-0.17,-0.08,0.43,-0.26,0.001,-0.04,0.1,0.002127679,0.004255358,0.002164685,0.00422749
10/02/2011,0.12,0.33,-0.2,-0.25,0.08,0.001,0.76,-0.54,0.00192479,0.003849579,0.001913789,0.004222545
11/02/2011,0.67,0.4,0.35,-0.22,0.44,0.001,0.47,-0.05,-0.003663923,-0.006661678,-0.003798159,-0.005958626
14/02/2011,0.3,0.24,0.01,-0.27,-0.06,0.001,0.51,-0.34,-0.000479333,-0.001065184,-0.000608302,-0.000220977
15/02/2011,-0.38,-0.31,0.34,0.24,-0.13,0.001,-0.29,0.5,5.81E-06,1.29E-05,-4.25E-05,0.000122396
16/02/2011,0.68,0.41,0.18,-0.13,0.22,0.001,0.1,-0.41,0.00072128,0.001602845,0.00070224,0.002557178
17/02/2011,0.37,0.37,0.4,-0.42,0.23,0.001,0.14,-0.47,2.09E-05,4.64E-05,3.58E-05,0.001184221
18/02/2011,0.12,-0.1,-0.05,0.25,-0.01,0.001,-0.52,0.17,-0.002758145,-0.005014809,-0.002725749,-0.005460065
22/02/2011,-2.19,-0.5,-0.18,0.57,-0.62,0.001,-0.81,0.81,-0.000923575,-0.001847151,-0.000909792,-0.003298079
23/02/2011,-0.78,-1.1,0.46,-0.33,-0.17,0.001,-0.24,-0.2,-0.005495888,-0.008455213,-0.005607333,-0.00775596
24/02/2011,0.04,0.63,-0.37,-0.21,-0.16,0.001,0.42,-0.07,0.004628402,0.007120618,0.004690187,0.007053369
25/02/2011,1.22,0.98,0.26,-0.7,0.55,0.001,0.65,-0.16,0.000903506,0.001290722,0.000699263,0.001322867
28/02/2011,0.42,-0.39,0.33,-0.24,-0.23,0.001,-0.23,-0.29,0.004323631,0.006176616,0.004163839,0.005972126
01/03/2011,-1.58,-0.28,-0.04,0.46,-0.49,0,-0.23,0.34,-0.00198897,-0.002486213,-0.002163061,-0.002604368
02/03/2011,0.28,0.28,-0.12,-0.1,0.16,0,0.51,-0.02,0.004050424,0.005063029,0.003977059,0.003919573
03/03/2011,1.76,0.47,0,-0.23,0.18,0,0.81,0.04,0.000319264,0.000425686,0.000187109,0.000258639
04/03/2011,-0.67,0.27,-0.5,0.12,-0.24,0,0.34,-0.37,-0.002433387,-0.003244516,-0.002289181,-0.003455422
07/03/2011,-0.96,-0.65,0.17,0.25,-0.24,0,-0.33,-0.08,0.00026034,0.00034712,0.000238115,-0.000138746
08/03/2011,0.97,0.55,0.51,-0.01,0.35,0,-0.41,0.63,0.00034851,0.000497871,0.000272249,0.000962968
09/03/2011,-0.17,-0.23,0.37,0.44,-0.2,0,-0.87,-0.06,0.000932149,0.001331642,0.001058987,0.000714335
10/03/2011,-1.93,-0.73,-0.3,0.77,-0.58,0,-0.77,0.14,0.004653826,0.006648323,0.004627032,0.006740884
11/03/2011,0.69,-0.37,0.21,-0.44,0.22,0,0.32,0.1,-0.002180652,-0.003115218,-0.002144809,-0.003296801
14/03/2011,-0.59,0.07,-0.39,0.09,-0.03,0,0.29,-0.13,-0.002411096,-0.003214795,-0.002172966,-0.002192172
15/03/2011,-1.05,0.25,-0.2,0.34,0.06,0,0.25,0.24,-0.002183305,-0.002911074,-0.002167873,-0.003118956
16/03/2011,-1.77,0.64,-0.02,-0.04,0.13,0,-0.03,-0.39,0.000545109,0.000726813,0.000288736,3.97E-05
17/03/2011,1.12,-0.75,0.62,-0.44,0.1,0,0.58,-0.21,0.001668143,0.002224191,0.001819267,0.00300161
18/03/2011,0.49,0.59,0.13,0.05,0.39,0,-0.45,0.2,-0.000637107,-0.000849476,-0.000760916,-0.001271986
21/03/2011,1.58,0.88,-0.04,-0.37,-0.04,0,1.26,0.54,0.00176874,0.002210925,0.001786487,0.002568662
22/03/2011,-0.34,-0.08,-0.06,0.06,-0.22,0,-0.16,-0.37,-0.004017867,-0.005357156,-0.0042519,-0.00565411
23/03/2011,0.31,0.15,-0.39,0.11,0.08,0,0.48,0.05,0.002351502,0.003135335,0.002391332,0.004061194
24/03/2011,0.96,-0.2,-0.45,-0.17,0.33,0,0.3,0.13,0.000240678,0.000320904,3.76E-05,0.000560516
25/03/2011,0.41,0.46,0.04,-0.03,0.1,0,0.62,-0.28,-0.00126897,-0.001586212,-0.00106092,-0.001146283
28/03/2011,-0.35,0.07,-0.21,0.3,-0.18,0,-0.15,-0.05,-3.37E-05,-3.97E-05,8.09E-05,-0.000150171
29/03/2011,0.74,0.25,-0.13,-0.18,0.12,0,0.54,-0.16,-0.001898082,-0.00210898,-0.002081671,-0.002353363
30/03/2011,0.79,0.46,0.06,-0.06,0.1,0,0.24,0.02,-0.010497802,-0.011664224,-0.010670022,-0.007271332
31/03/2011,-0.11,0.56,-0.35,0.17,-0.09,0,0.22,0,0.003008869,0.003343188,0.002828437,0.002228561
01/04/2011,0.52,-0.07,0.27,0.18,0.1,0,0,-0.12,3.72E-05,4.14E-05,-2.02E-05,-0.001023827
04/04/2011,0.09,0.24,-0.11,0.12,-0.11,0,0.15,-0.34,-0.00503459,-0.005593989,-0.004995963,-0.004267674
05/04/2011,0.08,0.48,-0.3,0.1,0.31,0,-0.05,-0.14,-0.000547103,-0.000607892,-0.000583884,-0.001545404
06/04/2011,0.21,-0.15,0.45,-0.09,0.24,0,-1.19,1.14,0.002747513,0.003052792,0.002478822,0.001582755
07/04/2011,-0.2,-0.2,-0.18,0.24,-0.16,0,-0.09,-0.01,-0.000102015,-0.00011335,-5.14E-05,-0.000489626
08/04/2011,-0.47,-0.52,-0.16,-0.05,-0.26,0,0.1,-0.08,2.08E-05,2.31E-05,3.16E-05,-5.18E-05
11/04/2011,-0.39,-0.6,-0.23,0.54,-0.27,0,-0.55,0.7,0.000881602,0.000979558,0.000816587,0.000724449
12/04/2011,-0.84,-0.64,-0.03,0.67,-0.16,0,-0.69,0.62,0.003444596,0.003827329,0.00315742,0.003406079
13/04/2011,0.11,0.1,-0.55,-0.04,-0.24,0,0.91,-0.14,0.003214208,0.003571342,0.003098917,0.002850683
14/04/2011,0,0.34,-0.18,-0.1,-0.23,0,0.29,-0.36,-0.002067874,-0.002297638,-0.001924151,-0.001199701
15/04/2011,0.44,0.52,0.08,-0.18,0.24,0,0.2,-0.45,0.000922257,0.00102473,0.001100912,0.001144023
18/04/2011,-1.15,-0.41,-0.34,0.29,-0.29,0,-0.37,0.09,0.003020543,0.003356159,0.002996166,0.001983804
19/04/2011,0.5,-0.36,-0.08,0.01,0.28,0,0.35,0.13,0.000971833,0.001143333,0.001139823,0.002295301
20/04/2011,1.45,0.52,-0.51,-0.35,-0.14,0,0.69,0.01,0.001298677,0.001527856,0.001084063,0.000900729
21/04/2011,0.56,0.32,-0.02,-0.05,0.02,0,0.78,-0.15,-6.07E-06,-7.58E-06,0.000257838,0.00108531
25/04/2011,-0.16,-0.06,0.01,0.09,-0.28,0,-0.17,0.01,0.001570742,0.001963427,0.001460122,0.001257685
26/04/2011,0.89,0.07,-0.1,-0.34,0.43,0,-0.39,0.24,0.00321863,0.004023288,0.003333107,0.004101388
27/04/2011,0.66,-0.05,-0.3,0.2,-0.28,0,-0.12,-0.43,0.001101807,0.001296244,0.000992911,0.000168707
28/04/2011,0.32,-0.12,0.18,-0.05,-0.24,0,-0.28,0.12,0.002649167,0.003116667,0.002718136,0.003219345
29/04/2011,0.29,0.21,0.02,-0.3,-0.17,0,0.66,0.38,-0.000328503,-0.000386475,-7.65E-05,0.00019789
02/05/2011,-0.28,-0.89,-0.09,0.42,-0.29,0,-0.67,-0.4,-0.003459479,-0.004069975,-0.003519517,-0.004004076
03/05/2011,-0.5,-0.94,0.1,0.56,0.03,0,-1.38,-0.14,0.007048866,0.008292784,0.007022139,0.006813998
04/05/2011,-0.74,-0.55,-0.2,0.53,-0.34,0,-0.86,-0.42,0.000961261,0.001130895,0.000655302,-0.000591049
05/05/2011,-0.82,0.48,-0.41,0.36,0.16,0,-0.31,-0.27,0.002000536,0.002857908,0.001734929,0.003586155
06/05/2011,0.46,0.05,-0.09,-0.3,-0.08,0,0.54,-0.04,-0.000602875,-0.00086125,-0.0005735,-0.000849507
09/05/2011,0.55,0.66,-0.35,-0.07,-0.06,0,1.2,0.24,-1.70E-05,-2.43E-05,9.68E-05,0.000862588
10/05/2011,0.86,0.67,0.23,0.06,-0.03,0,0.06,-0.2,0.000900341,0.001286202,0.000579347,0.00152392
11/05/2011,-1.09,-0.63,-0.49,0.83,-0.43,0,-1.12,-0.72,0.003456515,0.004937879,0.00339154,0.004230591
12/05/2011,0.52,0.3,-0.51,0.16,-0.08,0,-0.24,-0.58,0.002745955,0.003922792,0.002690086,0.003166636
13/05/2011,-0.88,-0.47,-0.19,0.22,-0.22,0,-0.06,-0.4,-0.002716163,-0.003880232,-0.00229432,-0.003806425
16/05/2011,-0.76,-0.97,0.37,0.1,0.06,0,-0.72,-0.18,0.000304867,0.00040649,0.000511095,0.000761677
17/05/2011,-0.11,-0.39,0.03,0.07,-0.17,0,-0.46,-0.03,-0.001503317,-0.002147596,-0.000724526,-0.001697999
18/05/2011,1.02,0.65,-0.21,-0.31,0.22,0,1.17,0.7,-0.004853442,-0.006933488,-0.004409822,-0.005052091
19/05/2011,0.22,0.02,-0.13,0.08,-0.13,0,0.29,-0.27,0.000568843,0.000875143,0.000749838,0.000773013
20/05/2011,-0.73,0.03,-0.1,-0.23,-0.07,0,0.3,0.24,0.001259352,0.001937465,0.000972459,0.001477356
23/05/2011,-1.29,-0.52,0,0.38,-0.33,0,-0.6,-0.6,-0.003911006,-0.005587152,-0.004046822,-0.005757518
24/05/2011,-0.14,-0.28,0.06,0,0.01,0,0.34,0.49,-0.001166152,-0.00179408,-0.001119815,-0.001127138
25/05/2011,0.45,0.99,-0.19,-0.52,0.15,0,1.19,0.97,0.000354136,0.000544825,0.000273921,0.001526764
26/05/2011,0.52,0.69,-0.21,-0.06,0.01,0,0.51,0.28,0.000301533,0.000463898,4.57E-05,9.92E-05
27/05/2011,0.49,0.2,0.2,-0.17,0.16,0,0.1,0.48,-0.000136214,-0.000194591,-0.000357744,-0.000307643
31/05/2011,1.04,0.34,0,-0.08,-0.04,0,0.25,0.33,-0.000481793,-0.000688276,-0.00061364,-0.000430596
01/06/2011,-2.33,-0.7,-0.21,0.52,-0.77,0,-0.26,-0.9,0.000450803,0.000644004,0.000363662,0.00058812
02/06/2011,-0.1,-0.03,0.15,-0.38,-0.04,0,0.08,0.22,-0.002350828,-0.003358326,-0.00246349,-0.003105861
03/06/2011,-1.1,-0.51,0.16,0.02,-0.06,0,-0.15,-0.29,-0.00093594,-0.001247919,-0.000837981,-0.001559924
06/06/2011,-1.18,-0.36,-0.37,0.64,-0.26,0,-0.67,-0.09,0.001051276,0.001401702,0.001010403,0.001586536
07/06/2011,-0.04,0.33,-0.14,-0.12,-0.12,0,0.52,-0.23,-1.21E-05,-1.62E-05,5.05E-05,-0.000113001
08/06/2011,-0.54,-0.68,0.05,0.43,-0.39,0,-0.27,-0.8,-0.001388985,-0.001736231,-0.001190022,-0.002389814
09/06/2011,0.75,-0.01,-0.02,0.06,0.25,0,0.45,0.48,-0.001812234,-0.002265292,-0.001884917,-0.002363014
10/06/2011,-1.37,-0.17,0.36,-0.09,-0.05,0,-0.62,-0.04,5.50E-05,6.87E-05,-2.21E-05,0.000650869
13/06/2011,0.01,-0.41,0.29,0.4,-0.37,0,-0.61,0.16,-0.002142913,-0.002521074,-0.002186274,-0.003285432
14/06/2011,1.36,0.97,-0.25,0.14,0.3,0,0.91,0.89,0.000139869,0.000164552,0.000187131,0.000454002
15/06/2011,-1.72,-0.03,-0.18,0.42,-0.27,0,-0.45,-0.15,0.000695497,0.000818231,0.00068515,-5.63E-05
16/06/2011,0.12,-0.01,0.38,0.33,-0.11,0,-0.82,-0.12,0.002818824,0.003316263,0.002970072,0.003442019
17/06/2011,0.25,-0.39,0.66,-0.05,0.23,0,-0.23,-0.13,0.003179904,0.003741063,0.003145577,0.00379817
20/06/2011,0.58,0.37,-0.05,0.24,-0.11,0,0.5,-0.05,-0.000786225,-0.000924971,-0.000628899,-0.000721528
21/06/2011,1.52,0.92,-0.3,-0.33,0.19,0,1.2,1.42,-0.000900156,-0.001000173,-0.000936648,-0.000503292
22/06/2011,-0.62,-0.11,0.1,-0.15,0.13,0,0.22,0.07,0.000780076,0.000917737,0.000845768,0.001309855
23/06/2011,-0.14,0.58,-0.83,0.31,-0.1,0,0.46,0.17,-0.000154953,-0.000182297,-0.000529878,-0.000888391
24/06/2011,-1.1,0.47,0.06,0.07,-0.17,0,-0.32,-0.48,-4.26E-05,-5.01E-05,-0.000294261,4.58E-05
27/06/2011,0.89,0.1,-0.06,0.22,-0.29,0,0.22,0.28,-0.001422792,-0.00158088,-0.001205601,-0.001160005
28/06/2011,1.36,0.41,-0.34,-0.13,-0.07,0,1.24,0.27,-0.001334048,-0.001482275,-0.001107995,-0.001141374
29/06/2011,0.77,-0.62,0.59,-0.43,0.42,0,-0.01,0.77,0.002959647,0.003288496,0.002826565,0.003242388
30/06/2011,0.99,0.11,-0.23,0.05,0.26,0,0.4,0.44,0.002048301,0.00227589,0.002092008,0.002213187
01/07/2011,1.45,0,0.09,0.07,0.15,0,0.34,0.02,-0.000291572,-0.000323969,-0.000226338,0.00012727
05/07/2011,-0.08,0.15,-0.73,0.48,-0.52,0,1.22,-0.09,0,0,0,0
06/07/2011,0.18,0.33,-0.44,0.27,-0.01,0,0.33,-0.08,0,0,0,0
07/07/2011,1.1,0.5,-0.04,-0.1,-0.34,0,-0.25,0.14,-0.000384851,-0.000855225,-0.000384851,-0.000855225
08/07/2011,-0.67,-0.03,-0.37,0.35,-0.14,0,0.36,-0.02,0.000990046,0.002200101,0.000987151,0.002194701
11/07/2011,-1.91,-0.21,-0.1,0.66,0.08,0,-0.16,0.49,-0.000353345,-0.00078521,-0.000356528,-0.000791703
12/07/2011,-0.45,0.04,0.44,-0.05,0.23,0,-0.59,0.12,0.000331083,0.000662165,0.000323602,0.000647046
13/07/2011,0.45,0.55,-0.18,-0.16,-0.17,0,0.33,-0.55,-0.001367172,-0.002485768,-0.001384907,-0.002516841
14/07/2011,-0.82,-0.79,0.22,0.16,0.18,0,-0.19,0.06,-0.000260029,-0.00047278,-0.000261694,-0.000476126
15/07/2011,0.58,0.03,-0.36,0.01,-0.66,0,0.53,-0.62,0.000112426,0.00020441,0.000108695,0.000197802
18/07/2011,-0.94,-0.61,-0.36,0.55,-0.36,0,0.32,-0.56,-0.000453501,-0.000647858,-0.000454842,-0.000650045
19/07/2011,1.72,0.54,-0.88,0.26,-0.3,0,0.45,-0.72,0.000901368,0.001287669,0.000914384,0.001307062
20/07/2011,-0.1,-0.18,0.67,-0.04,0.43,0,-0.58,0.58,0.005575005,0.007964293,0.005588374,0.007985141
21/07/2011,1.29,-0.26,0.85,-0.49,0.31,0,-0.52,0.65,-0.003440021,-0.004914316,-0.003477458,-0.004957072
22/07/2011,0.1,-0.13,-0.69,-0.06,-0.63,0,0.27,-0.08,-0.001705254,-0.002436077,-0.001712819,-0.002455676
25/07/2011,-0.68,-0.55,0.11,0.19,-0.14,0,-0.15,-0.35,-0.00317879,-0.004238387,-0.003130814,-0.004191287
26/07/2011,-0.47,-0.34,0.12,0.07,-0.17,0,-0.57,0.19,-0.000534805,-0.000713073,-0.000511347,-0.00068528
27/07/2011,-2.16,-0.75,0.66,0.54,0.36,0,-0.66,0,-3.24E-05,-4.06E-05,-7.87E-05,-9.85E-05
28/07/2011,-0.31,0.12,-0.24,-0.12,-0.36,0,0.11,-0.06,-0.001528147,-0.001910184,-0.001431467,-0.001791066
29/07/2011,-0.56,0.22,0.02,-0.16,0.25,0,0.12,0.26,0.001101024,0.00137628,0.001042788,0.001305218
01/08/2011,-0.4,-0.16,0.26,-0.08,-0.08,0,0.03,-0.7,0.001762422,0.002203028,0.001722567,0.002155505
02/08/2011,-2.68,-0.53,0.21,0.07,-0.21,0,-0.85,-0.69,0.001377212,0.001721515,0.001310947,0.001639722
03/08/2011,0.58,0.23,-0.46,0.25,-0.22,0,-0.09,0.47,0.000931373,0.001034859,0.001004425,0.001116179
04/08/2011,-5.04,-0.85,0.51,0.83,0.04,0,-1.4,-1.14,0.004683569,0.005203965,0.004633039,0.005147945
05/08/2011,-0.36,-1.22,-0.27,0.87,0.17,0,-0.52,-1.12,-0.00269909,-0.002998989,-0.002786907,-0.003095051
08/08/2011,-6.97,-1.66,-1.15,1.54,-0.35,0,-1.09,-3.5,0.000761298,0.000845886,0.000761582,0.000846051
09/08/2011,4.97,1.07,0.21,-1.34,-0.03,0,1.62,3.13,0.001462709,0.001625233,0.001250043,0.00138857
10/08/2011,-4.3,-0.7,-0.87,1.08,-0.42,0,1.48,-0.64,-0.006046694,-0.007113758,-0.005905745,-0.006971498
11/08/2011,4.72,0.4,0.33,-0.81,-0.11,0,0.58,2,-0.001869026,-0.002198854,-0.002031834,-5.96E-05
12/08/2011,0.54,-0.31,-1.34,0.6,-0.3,0,1.16,1.23,0.001716442,0.002019343,0.001502443,0.002142426
15/08/2011,2.25,0.49,0.89,-1.16,0.27,0,-0.25,2.02,-0.002227299,-0.002784124,-0.002395752,-0.003455328
16/08/2011,-1.07,-0.81,0.01,0.61,0.37,0,-0.7,-1.03,0.000886048,0.001181397,0.000844251,0.000661465
17/08/2011,-0.01,-0.26,0.73,-0.13,0.45,0,-0.62,-0.47,0.000433406,0.000577875,0.000425787,0.000646525
18/08/2011,-4.65,-1.04,0.81,0.61,0.49,0,-2,-3.19,-0.000471586,-0.000628782,-0.000425828,-0.000542265
19/08/2011,-1.55,0.07,-0.24,0.07,0.1,0,-0.6,-1.48,-0.003975154,-0.005300205,-0.003991736,-0.005086465
22/08/2011,-0.03,-0.04,-0.72,0.58,-0.05,0,-0.03,-0.97,0.002250168,0.003000224,0.002141531,0.003089684
23/08/2011,3.6,1.15,-0.97,0.02,-0.62,0,2.14,1.62,0.004427597,0.005903463,0.004286084,0.005305818
24/08/2011,1.35,0,0.83,-0.36,0.55,0,-0.32,1.05,-0.000733633,-0.000978178,-0.000777948,-0.001163802
25/08/2011,-1.67,-0.86,0.44,-0.03,0.03,0,-0.4,0.26,0.002295916,0.003061222,0.00228033,0.003813806
26/08/2011,1.74,0.85,-1.07,0.29,-0.56,0,1.33,1.25,0.002463172,0.003284229,0.002492904,0.003406968
29/08/2011,3.11,1.6,0.61,-1.05,0.36,0,0.08,2.8,-0.000817725,-0.0010903,-0.00076844,-0.000958649
30/08/2011,0.32,0.21,-0.66,0.27,-0.09,0,0.7,0.15,0.001413539,0.002019341,0.001389985,0.002299534
31/08/2011,0.42,-0.7,0.23,-0.11,-0.06,0,-0.34,0.72,0.000802893,0.00114699,0.000865785,0.001095528
01/09/2011,-1.33,-1.15,-0.53,0.44,-0.16,0,0.6,-0.83,-0.001592462,-0.002274946,-0.001682779,-0.002875807
02/09/2011,-2.64,-0.9,-0.4,0.43,-0.07,0,0.37,-1.53,0.000468572,0.000669388,0.000442536,0.000890157
06/09/2011,-0.71,0.35,-0.54,0.26,-0.16,0,1.13,-1.02,-0.00469216,-0.006703086,-0.004602565,-0.005671101
07/09/2011,3.06,1,0.56,-1.08,0.1,0,-1.42,1.01,-0.002175964,-0.00310852,-0.001814993,-0.002876266
08/09/2011,-1.18,-0.86,-0.34,0.19,-0.19,0,0.76,-0.8,0.000965596,0.001379423,0.000939961,0.000216688
09/09/2011,-2.65,-0.21,0.13,0.23,0.01,0,0.14,0.12,-0.000501326,-0.00077127,-0.000495186,0.001027773
12/09/2011,0.68,0.02,0.12,-0.28,-0.16,0,-0.16,-0.17,-0.000460861,-0.000709017,-0.000402383,-0.001910984
13/09/2011,1.12,0.74,-0.49,-0.01,-0.08,0,0.05,0.39,-0.001570169,-0.002415644,-0.001603776,-0.001635578
14/09/2011,1.45,0.39,-0.4,0.06,-0.21,0,0.04,0.44,0.000781043,0.001201604,0.000570025,0.004667073
